id,popularity,title,vote_average,budget,imdb_id,origin_country,production_companies,revenue,runtime,Year,Genre,Director,Country,Ratings,seriesID
533535,5382.642,Deadpool & Wolverine,7.756,200000000,tt6263850,['US'],"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}, {'id': 104228, 'logo_path': '/hx0C1XcSxGgat8N62GpxoJGTkCk.png', 'name': 'Maximum Effort', 'origin_country': 'US'}, {'id': 2575, 'logo_path': '/9YJrHYlcfHtwtulkFMAies3aFEl.png', 'name': '21 Laps Entertainment', 'origin_country': 'US'}, {'id': 127928, 'logo_path': '/h0rjX5vjW5r8yEnUBStFarjcLT4.png', 'name': '20th Century Studios', 'origin_country': 'US'}, {'id': 176762, 'logo_path': None, 'name': 'Kevin Feige Productions', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}]",1154189897,128,2024,"Action, Adventure, Comedy",Shawn Levy,"United States, United Kingdom, Australia, New Zealand, Canada","[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}]",
1022789,2866.31,Divertida Mente 2,7.663,200000000,tt22022452,['US'],"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}]",1625983694,100,2024,"Animation, Adventure, Comedy",Kelsey Mann,"United States, Japan","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",
519182,2065.339,Meu Malvado Favorito 4,7.3,100000000,tt7510222,['US'],"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 6704, 'logo_path': '/fOG2oY4m1YuYTQh4bMqqZkmgOAI.png', 'name': 'Illumination', 'origin_country': 'US'}]",847329715,94,2024,"Animation, Adventure, Comedy","Chris Renaud, Patrick Delage",United States,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",
718821,1983.441,Twisters,7.038,155000000,tt12584954,['US'],"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 216687, 'logo_path': None, 'name': 'Domain Entertainment', 'origin_country': 'US'}]",333439315,123,2024,"Action, Adventure, Thriller",Lee Isaac Chung,United States,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",
573435,1558.757,Bad Boys: Até o Fim,7.6,100000000,tt4919268,['US'],"[{'id': 122771, 'logo_path': '/bYRqVEAuaC1QWmt3hGo0PMdK7EX.png', 'name': 'Westbrook', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 10288, 'logo_path': '/Aszf09kIVXR6cwG9lwjZIawbYVS.png', 'name': 'Don Simpson/Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 84792, 'logo_path': '/7Rfr3Zu6QnHpXW2VdSEzUminAQd.png', 'name': '2.0 Entertainment', 'origin_country': 'US'}]",400124003,110,2024,"Action, Adventure, Comedy","Adil El Arbi, Bilall Fallah",United States,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}]",
1094138,1490.219,Jackpot: Loteria Mortal!,6.504,0,tt26940324,['US'],"[{'id': 105052, 'logo_path': None, 'name': 'Roth-Kirschenbaum Films', 'origin_country': 'US'}, {'id': 61791, 'logo_path': '/xyiy5wZdmnxVViRa8oRMXQQvT6F.png', 'name': 'Feigco Entertainment', 'origin_country': 'US'}, {'id': 210099, 'logo_path': '/d6HwljzlOzxJ4tXlrpRkNZaZMWL.png', 'name': 'Amazon MGM Studios', 'origin_country': 'US'}]",0,107,2024,"Action, Comedy",Paul Feig,United States,"[{'Source': 'Rotten Tomatoes', 'Value': '38%'}]",
704239,1372.665,A Liga,6.316,0,tt12610390,['US'],"[{'id': 169668, 'logo_path': None, 'name': 'Municipal Pictures', 'origin_country': 'US'}, {'id': 8537, 'logo_path': None, 'name': 'Closest to the Hole Productions', 'origin_country': 'US'}, {'id': 8536, 'logo_path': None, 'name': 'Leverage Entertainment', 'origin_country': 'US'}]",0,109,2024,"Action, Comedy, Thriller",Julian Farino,United States,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",
1160018,1342.031,KILL: O Massacre no Trem,7.006,3000000,tt28259207,['IN'],"[{'id': 22486, 'logo_path': '/a101r8HZ9dk6xvXyFHcEyh73Qpr.png', 'name': 'Sikhya Entertainment', 'origin_country': 'IN'}, {'id': 19146, 'logo_path': '/5Ff25ornzVNhm5skuAvMAR556NB.png', 'name': 'Dharma Productions', 'origin_country': 'IN'}]",5400000,105,2023,"Action, Crime, Drama",Nikhil Nagesh Bhat,"India, United States","[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",
945961,1300.216,Alien: Romulus,7.275,80000000,tt18412256,['US'],"[{'id': 127928, 'logo_path': '/h0rjX5vjW5r8yEnUBStFarjcLT4.png', 'name': '20th Century Studios', 'origin_country': 'US'}, {'id': 221347, 'logo_path': '/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png', 'name': 'Scott Free Productions', 'origin_country': 'US'}, {'id': 401, 'logo_path': '/t7mM3DvQ9MwDT3YzMCBrkWpWiiz.png', 'name': 'Brandywine Productions', 'origin_country': 'US'}]",113846699,119,2024,"Horror, Sci-Fi, Thriller",Fede Alvarez,"United States, United Kingdom, Hungary, Australia, New Zealand, Canada","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",
1079091,1200.719,É Assim Que Acaba,6.99,25000000,tt10655524,['US'],"[{'id': 144610, 'logo_path': '/879WnwsOH1oP6NlLY7ChD6vL6lh.png', 'name': 'Wayfarer Studios', 'origin_country': 'US'}, {'id': 194285, 'logo_path': None, 'name': 'Saks Picture Company', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]",179984697,130,2024,"Drama, Romance",Justin Baldoni,United States,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}]",
762441,1046.519,Um Lugar Silencioso: Dia Um,6.873,67000000,tt13433802,['US'],"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 2481, 'logo_path': '/vOQg26GjR0LnkN1Ph9uyog1UuOE.png', 'name': 'Platinum Dunes', 'origin_country': 'US'}, {'id': 29312, 'logo_path': '/v6aLhoAviWYkfOksBJTd9XbO0YH.png', 'name': 'Sunday Night Productions', 'origin_country': 'US'}]",260894737,99,2024,"Drama, Horror, Sci-Fi",Michael Sarnoski,"United States, United Kingdom, Canada","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}]",
831815,997.015,A Missão de Sandy Bochechas,6.388,100000000,tt23063732,['US'],"[{'id': 2348, 'logo_path': '/oydqrfwRAm6qqdYbxuMmmPsVi87.png', 'name': 'Nickelodeon Movies', 'origin_country': 'US'}]",0,86,2024,"Animation, Adventure, Comedy",Liza Johnson,"United States, United Kingdom, Canada","[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",
588648,969.9,A Menina e o Dragão,7.2,25600000,tt7093904,"['CN', 'ES']","[{'id': 67412, 'logo_path': '/vgVqq5hunVs8GN5Je9d9rG7Q2NU.png', 'name': 'Movistar+', 'origin_country': 'ES'}, {'id': 29566, 'logo_path': '/wHbtRtUnXGNzX0riQIpq1fcgueq.png', 'name': 'Atresmedia', 'origin_country': 'ES'}, {'id': 115983, 'logo_path': None, 'name': 'China Film Animation', 'origin_country': 'CN'}, {'id': 222691, 'logo_path': None, 'name': 'Guardián de Dragones AIE', 'origin_country': ''}, {'id': 202198, 'logo_path': None, 'name': 'Telefonica', 'origin_country': ''}]",5427272,99,2024,"Animation, Adventure, Fantasy","Jianping Li, Salvador Simó","Spain, China","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",
1129598,928.74,Prey,6.494,0,tt27682129,['US'],"[{'id': 188570, 'logo_path': None, 'name': 'The Barnum Picture Company', 'origin_country': 'US'}, {'id': 116018, 'logo_path': None, 'name': 'Green Light Pictures', 'origin_country': ''}, {'id': 142122, 'logo_path': '/oqZHKDB4izafodDDD9BABNNq7VN.png', 'name': 'Lucky 13 Productions', 'origin_country': 'US'}]",0,86,2024,"Action, Thriller",Mukunda Michael Dewil,United States,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",
959092,909.631,Farang,6.752,4920000,tt19319352,['FR'],"[{'id': 83, 'logo_path': '/9OQ0rm55xtlgX7KcAKMUePJSrQc.png', 'name': 'France 2 Cinéma', 'origin_country': 'FR'}, {'id': 4696, 'logo_path': '/1mZDiaR5yCEe4ayKC8UGx81LtuX.png', 'name': 'Same Player', 'origin_country': 'FR'}, {'id': 46135, 'logo_path': None, 'name': 'The Ink Connection', 'origin_country': 'FR'}, {'id': 172911, 'logo_path': None, 'name': 'Two suns production', 'origin_country': ''}]",1500000,100,2023,"Action, Thriller",Xavier Gens,France,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}]",
1049574,886.833,Colateral,6.488,0,tt23173980,['US'],"[{'id': 121205, 'logo_path': None, 'name': 'VMI Worldwide', 'origin_country': ''}, {'id': 210830, 'logo_path': None, 'name': 'Sandaled Kid Productions', 'origin_country': ''}]",0,109,2024,"Action, Crime, Thriller",James Cullen Bressack,United States,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",
748783,813.181,Garfield - Fora de Casa,7.184,60000000,tt5779228,"['US', 'GB']","[{'id': 1088, 'logo_path': '/9WOE5AQUXbOtLU6GTwfjS8OMF0v.png', 'name': 'Alcon Entertainment', 'origin_country': 'US'}, {'id': 31922, 'logo_path': '/omWPoru2LNayUOBqjMBLP9KrFrP.png', 'name': 'DNEG', 'origin_country': 'GB'}, {'id': 144610, 'logo_path': '/879WnwsOH1oP6NlLY7ChD6vL6lh.png', 'name': 'Wayfarer Studios', 'origin_country': 'US'}, {'id': 129773, 'logo_path': None, 'name': 'One Cool Group', 'origin_country': 'HK'}, {'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}, {'id': 229807, 'logo_path': '/p8IO8N3bIaWaebafj52xvVB1On6.png', 'name': 'Andrews McMeel Entertainment', 'origin_country': 'US'}, {'id': 178792, 'logo_path': None, 'name': 'John Cohen Productions', 'origin_country': 'US'}]",221871392,101,2024,"Animation, Adventure, Comedy",Mark Dindal,"United States, United Kingdom, Hong Kong","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}]",
653346,795.569,Planeta dos Macacos: O Reinado,7.168,160000000,tt11389872,['US'],"[{'id': 127928, 'logo_path': '/h0rjX5vjW5r8yEnUBStFarjcLT4.png', 'name': '20th Century Studios', 'origin_country': 'US'}, {'id': 133024, 'logo_path': None, 'name': 'Oddball Entertainment', 'origin_country': 'US'}, {'id': 89254, 'logo_path': None, 'name': 'Jason T. Reed Productions', 'origin_country': 'US'}]",397366385,145,2024,"Action, Adventure, Drama",Wes Ball,"United States, Australia","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",
804616,746.351,Isca,5.976,0,tt22863968,['GB'],"[{'id': 1854, 'logo_path': '/3p1fIgAgsULm8wBTCTGk2mqh6yT.png', 'name': 'Dan Films', 'origin_country': 'GB'}, {'id': 113521, 'logo_path': '/f1zRNbj6hK0Fqgc9lTVU5r3O3Iw.png', 'name': 'StudioCanal', 'origin_country': 'GB'}]",0,86,2024,Thriller,Hayley Easton Street,"United States, France, United Kingdom","[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}]",
1059064,745.646,Os Provocadores,6.34,0,tt24169886,['US'],"[{'id': 187968, 'logo_path': '/xdVAEg1biNrQw5nnMXKswPCRpkq.png', 'name': 'Artists Equity', 'origin_country': 'US'}, {'id': 14320, 'logo_path': None, 'name': 'The Walsh Company', 'origin_country': 'US'}, {'id': 194232, 'logo_path': '/oE7H93u8sy5vvW5EH3fpCp68vvB.png', 'name': 'Apple Studios', 'origin_country': 'US'}, {'id': 77863, 'logo_path': '/7z6YOzvdk70YY8OaRbn5mfxrvbO.png', 'name': 'Studio 8', 'origin_country': 'US'}]",0,101,2024,"Action, Comedy, Crime",Doug Liman,United States,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}]",
804616,746.351,Isca,5.976,0,tt22863968,['GB'],"[{'id': 1854, 'logo_path': '/3p1fIgAgsULm8wBTCTGk2mqh6yT.png', 'name': 'Dan Films', 'origin_country': 'GB'}, {'id': 113521, 'logo_path': '/f1zRNbj6hK0Fqgc9lTVU5r3O3Iw.png', 'name': 'StudioCanal', 'origin_country': 'GB'}]",0,86,2024,Thriller,Hayley Easton Street,"United States, France, United Kingdom","[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}]",
786892,598.967,Furiosa: Uma Saga Mad Max,7.599,170000000,tt12037194,"['AU', 'US']","[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 28382, 'logo_path': '/xqE1fjLynj3RaZca9chctZQyfzZ.png', 'name': 'Kennedy Miller Mitchell', 'origin_country': 'AU'}, {'id': 216687, 'logo_path': None, 'name': 'Domain Entertainment', 'origin_country': 'US'}]",172775791,148,2024,"Action, Adventure, Sci-Fi",George Miller,"Australia, United States","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",
1002088,629.066,Missão Cruzada,7.098,0,tt30515931,['KR'],"[{'id': 27133, 'logo_path': '/2hAfEWVO5JGBzHFjPHWFwPU9r55.png', 'name': 'Sanai Pictures', 'origin_country': 'KR'}, {'id': 91505, 'logo_path': '/c6ggS6OO4tyEcgBQ7sHs67LDfES.png', 'name': 'Plus M Entertainment', 'origin_country': 'KR'}, {'id': 223280, 'logo_path': '/1imop5u46tgF1oEuoEg6sutS99C.png', 'name': 'Obra Creative Inc.', 'origin_country': 'KR'}]",0,100,2024,"Action, Comedy, Crime",Lee Myung Hoon,South Korea,[],
1066262,624.393,The Convert,6.3,0,tt20113412,"['AU', 'NZ']","[{'id': 52366, 'logo_path': None, 'name': 'Jump Film and Television', 'origin_country': 'NZ'}, {'id': 186741, 'logo_path': '/eenvRLQEo1lVpToBFUKWJ9tqUX.png', 'name': 'MBK Productions', 'origin_country': 'GB'}, {'id': 294, 'logo_path': '/a05DY2oSeUOVFDM61RsQa9x9RoC.png', 'name': 'New Zealand Film Commission', 'origin_country': 'NZ'}, {'id': 100125, 'logo_path': '/7hfV6fYqdBxfL8BbgcRTM2hNNqH.png', 'name': 'Mister Smith Entertainment', 'origin_country': 'GB'}, {'id': 212408, 'logo_path': '/63KGHkv2ir0WdhIKuVXDltukmTT.png', 'name': 'Brouhaha Entertainment', 'origin_country': 'AU'}, {'id': 3753, 'logo_path': None, 'name': 'Kismet Film Company', 'origin_country': ''}]",692018,119,2023,"Action, Drama",Lee Tamahori,"United Kingdom, Australia, New Zealand","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",
1049574,886.833,Colateral,6.488,0,tt23173980,['US'],"[{'id': 121205, 'logo_path': None, 'name': 'VMI Worldwide', 'origin_country': ''}, {'id': 210830, 'logo_path': None, 'name': 'Sandaled Kid Productions', 'origin_country': ''}]",0,109,2024,"Action, Crime, Thriller",James Cullen Bressack,United States,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",
1311550,532.119,Casa de Ga’a,5.89,0,tt31691318,['NG'],[],0,120,2024,"Biography, Drama, History",Bolanle Austen-Peters,Nigeria,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",
956842,495.551,Como Vender a Lua,7.072,100000000,tt1896747,['US'],"[{'id': 142310, 'logo_path': None, 'name': 'These Pictures', 'origin_country': 'US'}, {'id': 27711, 'logo_path': '/3e294jszfE6cE8TOogmj0zNd6pL.png', 'name': 'Berlanti Productions', 'origin_country': 'US'}, {'id': 194232, 'logo_path': '/oE7H93u8sy5vvW5EH3fpCp68vvB.png', 'name': 'Apple Studios', 'origin_country': 'US'}]",40540700,132,2024,"Comedy, Romance",Greg Berlanti,"United States, United Kingdom","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}]",
1064375,543.256,Efeito Paradoxo,6.4,0,tt14416430,['US'],"[{'id': 184844, 'logo_path': '/gsd7K46hkePQejS6hN6Lc5RqBH1.png', 'name': 'Iervolino & Lady Bacardi Entertainment', 'origin_country': 'IT'}]",0,0,2023,Action,Scott Weintrob,United States,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",
974262,493.819,Descendentes: A Ascensão de Copas,7.01,0,tt20202136,['US'],"[{'id': 670, 'logo_path': '/rRGi5UkwvdOPSfr5Xf42RZUsYgd.png', 'name': 'Walt Disney Television', 'origin_country': 'US'}, {'id': 91921, 'logo_path': None, 'name': 'Suzanne Todd Productions', 'origin_country': 'US'}, {'id': 233782, 'logo_path': None, 'name': 'Potato Monkey Productions', 'origin_country': 'US'}, {'id': 146807, 'logo_path': None, 'name': 'GWave Productions', 'origin_country': 'US'}]",0,94,2024,"Action, Adventure, Family",Jennifer Phang,United States,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",
1051891,517.42,Thelma,7.074,5000000,tt23778968,['US'],"[{'id': 215760, 'logo_path': '/prrdpYWEB11d2qfvgOePM0WJdO1.png', 'name': 'Zurich Avenue', 'origin_country': 'CH'}, {'id': 215761, 'logo_path': None, 'name': 'Invention Studios', 'origin_country': ''}, {'id': 215762, 'logo_path': None, 'name': 'Bandwagon', 'origin_country': ''}]",8609640,98,2024,"Action, Comedy",Josh Margolin,"Switzerland, United States","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}]",
5492,714.098,Gunner,4.524,20000000,tt12598606,['US'],"[{'id': 7417, 'logo_path': '/13GyIWMzFvDqJN6I6tZCQYzWr7L.png', 'name': 'Convergence Entertainment', 'origin_country': 'US'}, {'id': 8000, 'logo_path': '/f8NwLg72BByt3eav7lX1lcJfe60.png', 'name': 'Broken Road Productions', 'origin_country': 'US'}]",0,90,2024,Action,Dimitri Logothetis,United States,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}]",
823464,480.23,Godzilla e Kong: O Novo Império,7.179,150000000,tt14539740,['US'],"[{'id': 923, 'logo_path': '/8M99Dkt23MjQMTTWukq4m5XsEuo.png', 'name': 'Legendary Pictures', 'origin_country': 'US'}]",567156493,115,2024,"Action, Adventure, Fantasy",Adam Wingard,"United States, Australia","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}]",
1309923,426.672,Nem Tudo é Negociável,6.019,0,tt31227221,"['AR', 'MX']","[{'id': 133679, 'logo_path': None, 'name': 'Tiger House', 'origin_country': 'AR'}, {'id': 15592, 'logo_path': None, 'name': 'Sin Sentido Films', 'origin_country': 'MX'}]",0,86,2024,"Action, Comedy, Thriller",Juan Taratuto,Mexico,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",
929590,476.062,Guerra Civil,6.965,50000000,tt17279496,"['GB', 'US']","[{'id': 284, 'logo_path': '/6a26if3IKy7mlrQuGHHVp6ufQtF.png', 'name': 'DNA Films', 'origin_country': 'GB'}, {'id': 142269, 'logo_path': '/ggrWFqk5mPMks0vE3aCy3l9e0dv.png', 'name': 'IPR.VC', 'origin_country': 'FI'}, {'id': 41077, 'logo_path': '/1ZXsGaFPgrgS6ZZGS37AqD5uU12.png', 'name': 'A24', 'origin_country': 'US'}]",121695834,109,2024,"Action, Adventure, Thriller",Alex Garland,"United States, United Kingdom","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}]",
7451,388.993,Triplo X,5.936,70000000,tt0295701,['US'],"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 333, 'logo_path': '/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png', 'name': 'Original Film', 'origin_country': 'US'}, {'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}, {'id': 2882, 'logo_path': None, 'name': 'Neal H. Moritz Productions', 'origin_country': 'US'}]",277448382,124,2002,"Action, Adventure, Thriller",Rob Cohen,United States,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",
1010581,411.555,Minha Culpa,7.951,0,tt21909764,['ES'],"[{'id': 32485, 'logo_path': '/fVXreZkiJTOq1cCi6htSQlPSy7R.png', 'name': 'Pokeepsie Films', 'origin_country': 'ES'}, {'id': 20580, 'logo_path': '/oRR9EXVoKP9szDkVKlze5HVJS7g.png', 'name': 'Amazon Studios', 'origin_country': 'US'}]",0,117,2023,"Drama, Romance",Domingo González,Spain,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",
1154864,424.579,Malditas,0.0,400000,tt28037410,['ES'],[],0,60,2023,"Action, Drama, Horror",Carlos Marbán,Spain,[],
1300962,403.793,A Fera Interior,5.865,0,tt14539318,['US'],"[{'id': 227021, 'logo_path': None, 'name': 'Filmology Features', 'origin_country': ''}, {'id': 159674, 'logo_path': '/2NAHsquI5QpycL3RnnxlESGgS7C.png', 'name': 'Filmology Finance', 'origin_country': ''}]",51860,97,2024,Horror,Alexander J. Farrell,United Kingdom,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}]",
348,452.676,Alien: O Oitavo Passageiro,8.156,11000000,tt0078748,['US'],"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 401, 'logo_path': '/t7mM3DvQ9MwDT3YzMCBrkWpWiiz.png', 'name': 'Brandywine Productions', 'origin_country': 'US'}]",104931801,117,1979,"Horror, Sci-Fi",Ridley Scott,"United Kingdom, United States","[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",
1011985,394.035,Kung Fu Panda 4,7.12,80000000,tt21692408,['US'],"[{'id': 521, 'logo_path': '/kP7t6RwGz2AvvTkvnI1uteEwHet.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}]",543900620,94,2024,"Animation, Action, Adventure","Mike Mitchell, Stephanie Stine","United States, China","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",
1166073,418.724,Um Assalto às Avessas,5.6,0,tt30698096,['TW'],"[{'id': 109444, 'logo_path': None, 'name': 'MandarinVision', 'origin_country': 'TW'}, {'id': 155365, 'logo_path': None, 'name': 'Applause Entertainment', 'origin_country': 'TW'}]",0,149,2024,"Action, Comedy",Ding-Lin Wang,Taiwan,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",
1085046,417.994,超级英雄美猴王：齐天儿,6.571,0,tt21448604,['CN'],"[{'id': 193101, 'logo_path': None, 'name': 'Eastern International Pictures Group', 'origin_country': ''}, {'id': 193102, 'logo_path': None, 'name': 'Europe-China Pictures Group', 'origin_country': ''}, {'id': 193103, 'logo_path': None, 'name': 'Magik Pictures', 'origin_country': ''}, {'id': 193104, 'logo_path': None, 'name': 'Monster Entertainment', 'origin_country': ''}, {'id': 193105, 'logo_path': None, 'name': 'Stone Monkey Productions', 'origin_country': ''}]",0,101,2023,Family,"Dick Zondag, Ralph Zondag",China,[],
799583,407.614,Guerra Sem Regras,7.15,60000000,tt5177120,['US'],"[{'id': 130, 'logo_path': '/c9dVHPOL3cqCr2593Ahk0nEKTEM.png', 'name': 'Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 22146, 'logo_path': '/jPBtpMh0AUFqf9yfOJXer9d5Rei.png', 'name': 'Black Bear Pictures', 'origin_country': 'US'}, {'id': 2900, 'logo_path': None, 'name': 'Toff Guy Films', 'origin_country': 'GB'}]",27450915,120,2024,"Action, Comedy, War",Guy Ritchie,"United States, United Kingdom, Turkey","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",
1209290,396.863,Liga da Justiça: Crise nas Infinitas Terras - Parte Três,7.43,0,tt30150917,['US'],"[{'id': 2785, 'logo_path': '/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png', 'name': 'Warner Bros. Animation', 'origin_country': 'US'}, {'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}]",0,98,2024,"Animation, Action, Adventure",Jeff Wamester,United States,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",
1219685,389.695,Un père idéal,6.6,0,tt32355576,['FR'],"[{'id': 15037, 'logo_path': None, 'name': 'Albertine Productions', 'origin_country': 'FR'}]",0,90,2024,Drama,Hélène Fillières,France,[],
