id,popularidade,titulo,voto_popular,orcamento,produtoras,receita,duracao,ano,genero,diretor,pais,avaliacao_da_critica
671,1.181285374351596,Harry Potter e a Pedra Filosofal,7.913,826.6248425230323,"['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']",1329.8615593876705,1.7743626665783083,2001.0,"Adventure, Family, Fantasy",Chris Columbus,"United Kingdom, United States",Bom
22,1.1801373800704515,Piratas do Caribe: A Maldição do Pérola Negra,7.804,854.847591612822,"['Walt Disney Pictures', 'Jerry Bruckheimer Films']",1185.3158615470386,1.7698770985825611,2003.0,"Action, Adventure, Fantasy",Gore Verbinski,United States,Bom
20352,1.178740261545092,Meu Malvado Favorito,7.244,693.1491493239773,"['Illumination', 'Universal Pictures']",1123.1112470656276,1.7358293061631824,2010.0,"Animation, Adventure, Comedy","Pierre Coffin, Chris Renaud","United States, France",Bom
411,1.1789814802494722,"As Crônicas de Nárnia: O Leão, a Feiticeira e o Guarda-Roupa",7.137,920.9045274793864,"['Walt Disney Pictures', 'Walden Media', 'C.S. Lewis Company']",1230.124099207773,1.7698770985825611,2005.0,"Adventure, Family, Fantasy",Andrew Adamson,"United Kingdom, United States",Bom
3933,1.1747660340714845,A Noiva Cadáver,7.559,589.6464974235987,"['Tim Burton Productions', 'Laika', 'Patalex Productions', 'Warner Bros. Pictures', 'Will Vinton Studios']",723.1898680982476,1.715297016912436,2005.0,"Animation, Comedy, Drama","Tim Burton, Mike Johnson",United States,Bom
10138,1.175783602804095,Homem de Ferro 2,6.842,950.0887855101364,"['Marvel Studios', 'Fairview Entertainment', 'Marvel Entertainment']",1168.8251642633973,1.758825229446907,2010.0,"Action, Sci-Fi",Jon Favreau,United States,Bom
767,1.1756293535542417,Harry Potter e o Enigma do Príncipe,7.693,1014.976570622467,"['Warner Bros. Pictures', 'Heyday Films']",1312.9127930939578,1.7748361140871007,2009.0,"Action, Adventure, Family",David Yates,"United Kingdom, United States",Bom
1579,1.1712830039613034,Apocalypto,7.581,589.6464974235987,"['Icon Entertainment International', 'Icon Productions', 'Touchstone Pictures']",727.6129351250979,1.7677428844515686,2006.0,"Action, Adventure, Drama",Mel Gibson,"United States, Mexico",Bom
12444,1.172783178077617,Harry Potter e as Relíquias da Morte - Parte 1,7.753,1014.976570622467,"['Warner Bros. Pictures', 'Heyday Films']",1321.0909309939125,1.7714190018930915,2010.0,"Adventure, Family, Fantasy",David Yates,"United Kingdom, United States",Bom
559,1.1702216939744423,Homem-Aranha 3,6.429,1024.4849950334724,"['Laura Ziskin Productions', 'Marvel Studios', 'Columbia Pictures']",1296.8853107220566,1.7677428844515686,2007.0,"Action, Adventure, Sci-Fi",Sam Raimi,United States,Bom
272,1.170144708205427,Batman Begins,7.709,872.4970788168314,"['Warner Bros. Pictures', 'DC', 'Syncopy', 'Legendary Pictures', 'Patalex III Productions Limited']",1008.659059494752,1.7682851337281016,2005.0,"Action, Crime, Drama",Christopher Nolan,"United States, United Kingdom",Bom
10198,1.1700973295030033,A Princesa e o Sapo,7.208,785.0063797352054,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",919.0104173679316,1.73868102547898,2009.0,"Animation, Adventure, Comedy","Ron Clements, John Musker","United States, Brazil, Canada",Bom
18785,1.169346604245483,"Se Beber, Não Case!",7.322,566.7362352585743,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros. Pictures']",1076.7072776820291,1.7396022358046472,2009.0,Comedy,Todd Phillips,"United States, Germany",Bom
425,1.176294806188576,A Era do Gelo,7.36,661.7041677809481,"['20th Century Fox Animation', 'Blue Sky Studios', '20th Century Fox']",1015.624569038496,1.7216844214393514,2002.0,"Animation, Adventure, Comedy","Chris Wedge, Carlos Saldanha",United States,Bom
10625,1.1658744535891403,Meninas Malvadas,7.211,457.33142867924033,"['Broadway Video', 'Paramount Pictures', 'M.G. Films']",743.7222224434299,1.7367949458496668,2004.0,Comedy,Mark Waters,"United States, Canada",Bom
98,1.1675561874749385,Gladiador,8.217,780.5455502433131,"['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'DreamWorks Pictures']",1074.0869779050713,1.7757690186963349,2000.0,"Action, Adventure, Drama",Ridley Scott,"United States, United Kingdom, Malta, Morocco",Bom
13183,1.1613887191979275,Watchmen: O Filme,7.336,836.2855543130546,"['Warner Bros. Pictures', 'Paramount Pictures', 'Legendary Pictures', 'DC', 'Lawrence Gordon Productions', 'Lloyd Levin Productions']",823.4940883361584,1.779324760838742,2009.0,"Action, Drama, Mystery",Zack Snyder,United States,Bom
23483,1.1552753229288737,Kick-Ass: Quebrando Tudo,7.125,530.4092297733508,"['Marv', 'Plan B Entertainment', 'Mandate International']",681.5189588978056,1.7540788761038648,2010.0,"Action, Comedy, Crime",Matthew Vaughn,"United Kingdom, United States",Bom
1724,1.1646947834936512,O Incrível Hulk,6.2,872.4970788168314,"['Marvel Studios', 'Valhalla Motion Pictures', 'Marvel Entertainment']",794.6256372398042,1.756164625255987,2008.0,"Action, Adventure, Sci-Fi",Louis Leterrier,"United States, Canada",Bom
1271,1.1486782472184995,300,7.185,680.9836008003193,"['Virtual Studios', 'Legendary Pictures', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Nimar Studios', 'Warner Bros. Pictures', 'Cruel & Unusual Films']",1067.86822162178,1.75336543400983,2006.0,"Action, Drama",Zack Snyder,"United States, Canada, Bulgaria",Bom
24,1.1641667253765149,Kill Bill: Volume 1,7.97,541.3867002838599,"['Miramax', 'A Band Apart', 'Super Cool ManChu']",817.8627957386427,1.7496525427815055,2003.0,"Action, Crime, Thriller",Quentin Tarantino,"United States, China",Bom
11619,1.1627986997741189,Por Água Abaixo,6.3,870.7701572603503,"['DreamWorks Animation', 'Aardman']",814.2076345178308,1.7263820969771717,2006.0,"Animation, Action, Adventure","David Bowers, Sam Fell","United Kingdom, United States",Bom
14574,1.161680296399806,O Menino do Pijama Listrado,7.842,417.3735086701212,"['BBC Film', 'Miramax', 'Heyday Films']",435.300106236986,1.734848062319577,2008.0,"Drama, War",Mark Herman,"United Kingdom, United States",Bom
6479,1.1630885217514555,Eu Sou a Lenda,7.207,872.4970788168314,"['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Weed Road Pictures', 'Overbrook Entertainment', 'Heyday Films', 'Original Film']",1147.5503137041703,1.7414028222841826,2007.0,"Action, Drama, Horror",Francis Lawrence,"United States, United Kingdom",Bom
1402,1.152197564498597,À Procura da Felicidade,7.902,648.0693641222549,"['Escape Artists', 'Relativity Media', 'Columbia Pictures', 'Overbrook Entertainment']",952.7474982073136,1.7540788761038648,2006.0,"Biography, Drama",Gabriele Muccino,United States,Bom
38575,1.1584659040604364,Karatê Kid,6.535,589.6464974235987,"['Jerry Weintraub Productions', 'Columbia Pictures', 'China Film Group', 'Overbrook Entertainment', 'Zwart Arbeid']",996.7557246227916,1.7682851337281016,2010.0,"Action, Drama, Family",Harald Zwart,"United States, China",Bom
1124,1.1537780971703286,O Grande Truque,8.204,589.6464974235987,"['Warner Bros. Pictures', 'Touchstone Pictures', 'Newmarket Films', 'Syncopy']",707.8427355381905,1.7625800402562797,2006.0,"Drama, Mystery, Sci-Fi",Christopher Nolan,"United Kingdom, United States",Bom
8835,1.1593153285102624,Legalmente Loira,6.769,465.16713284001634,"['Metro-Goldwyn-Mayer', 'Marc Platt Productions']",762.3012368979332,1.7367949458496668,2001.0,"Comedy, Romance",Robert Luketic,United States,Bom
19913,1.1537072404347566,(500) Dias com Ela,7.285,358.50461785776,"['Fox Searchlight Pictures', 'Watermark Pictures', 'Dune Entertainment III']",596.8653566311691,1.7338507920995114,2009.0,"Comedy, Drama, Romance",Marc Webb,United States,Bom
