total_languages,total_countries,total_streaming,titulo,cluster
42.0,45.0,33.0,Os Mercenários 4,0
54.0,66.0,20.0,Sonic 2: O Filme,0
54.0,32.0,24.0,Shrek Para Sempre: O Capítulo Final,0
59.0,74.0,36.0,Mad Max: Estrada da Fúria,0
55.0,86.0,31.0,Blade Runner 2049,0
48.0,38.0,37.0,Harry Potter e as Relíquias da Morte - Parte 1,0
44.0,41.0,45.0,O Lobo de Wall Street,0
43.0,31.0,28.0,Cinquenta Tons de Liberdade,0
43.0,47.0,30.0,Liga da Justiça,0
48.0,37.0,38.0,Harry Potter e o Enigma do Príncipe,0
46.0,78.0,32.0,Corações de Ferro,0
43.0,31.0,28.0,Cinquenta Tons de Liberdade,0
43.0,58.0,27.0,Trolls 3: Juntos Novamente,0
47.0,54.0,51.0,Homem-Aranha: De Volta ao Lar,0
51.0,35.0,21.0,Um Lugar Silencioso - Parte II,0
44.0,41.0,45.0,O Lobo de Wall Street,0
46.0,57.0,38.0,Batman: O Cavaleiro das Trevas Ressurge,0
48.0,42.0,36.0,Homem-Aranha: No Aranhaverso,0
47.0,54.0,51.0,Homem-Aranha: De Volta ao Lar,0
53.0,38.0,23.0,Meu Malvado Favorito 2,0
54.0,32.0,24.0,Shrek Para Sempre: O Capítulo Final,0
49.0,28.0,40.0,Guerra Mundial Z,0
48.0,28.0,43.0,Homem-Aranha 3,0
49.0,39.0,24.0,A Freira,0
46.0,59.0,39.0,Batman Begins,0
40.0,22.0,28.0,Diário de uma Paixão,0
43.0,32.0,24.0,O Profissional,0
44.0,45.0,29.0,A Lista de Schindler,0
44.0,45.0,29.0,A Lista de Schindler,0
48.0,31.0,30.0,"Se Beber, Não Case!",0
53.0,38.0,23.0,Meu Malvado Favorito 2,0
38.0,24.0,30.0,Meninas Malvadas,0
44.0,48.0,29.0,À Espera de um Milagre,0
55.0,41.0,33.0,Um Lugar Silencioso,0
42.0,22.0,32.0,Taxi Driver: Motorista de Táxi,0
44.0,64.0,35.0,Bastardos Inglórios,0
54.0,62.0,32.0,Coringa,0
44.0,28.0,31.0,Fragmentado,0
44.0,48.0,29.0,À Espera de um Milagre,0
44.0,49.0,37.0,O Retorno da Múmia,0
54.0,40.0,35.0,Transformers: A Era da Extinção,0
44.0,93.0,39.0,O Protetor,0
44.0,75.0,24.0,Como Treinar o Seu Dragão,0
44.0,64.0,35.0,Bastardos Inglórios,0
52.0,58.0,35.0,Gladiador,0
46.0,41.0,34.0,O Espetacular Homem-Aranha 2: A Ameaça de Electro,0
65.0,35.0,25.0,Os Bons Companheiros,0
42.0,41.0,31.0,Shazam!,0
49.0,39.0,24.0,A Freira,0
42.0,41.0,33.0,As Tartarugas Ninja: Caos Mutante,0
49.0,52.0,19.0,Atração Perigosa,0
46.0,28.0,24.0,Watchmen: O Filme,0
49.0,51.0,33.0,Matrix,0
53.0,60.0,29.0,Os Suspeitos,0
46.0,57.0,38.0,Batman: O Cavaleiro das Trevas Ressurge,0
44.0,75.0,24.0,Como Treinar o Seu Dragão,0
51.0,60.0,31.0,Kick-Ass: Quebrando Tudo,0
48.0,52.0,26.0,Kung Fu Panda 3,0
45.0,39.0,26.0,Invocação do Mal 3: A Ordem do Demônio,0
49.0,28.0,40.0,Guerra Mundial Z,0
51.0,90.0,42.0,O Jogo da Imitação,0
43.0,26.0,30.0,A Saga Crepúsculo: Eclipse,0
49.0,70.0,27.0,Annabelle 2: A Criação do Mal,0
49.0,57.0,23.0,300,0
51.0,39.0,30.0,Velozes & Furiosos: Hobbs & Shaw,0
45.0,42.0,24.0,IT: Capítulo Dois,0
42.0,34.0,32.0,Pânico,0
42.0,22.0,32.0,Taxi Driver: Motorista de Táxi,0
53.0,84.0,34.0,O Exterminador do Futuro: Gênesis,0
43.0,51.0,26.0,Constantine,0
52.0,45.0,34.0,A Saga Crepúsculo: Amanhecer - Parte 2,0
43.0,28.0,28.0,As Tartarugas Ninja,0
43.0,54.0,27.0,Kill Bill: Volume 1,0
54.0,22.0,33.0,A Saga Crepúsculo: Amanhecer - Parte 1,0
42.0,40.0,25.0,Círculo de Fogo,0
44.0,63.0,25.0,O Espanta Tubarões,0
40.0,35.0,28.0,A Chamada,0
51.0,90.0,42.0,O Jogo da Imitação,0
48.0,52.0,26.0,Kung Fu Panda 3,0
52.0,73.0,27.0,Terremoto: A Falha de San Andreas,0
44.0,34.0,26.0,Infiltrado,0
52.0,36.0,41.0,Jogos Vorazes: A Esperança - Parte 1,0
40.0,42.0,27.0,Nós,0
42.0,36.0,36.0,Busca Implacável 3,0
46.0,25.0,35.0,Invasão Zumbi,0
39.0,35.0,32.0,Vidas Passadas,0
40.0,35.0,28.0,A Chamada,0
52.0,33.0,40.0,O Protetor 2,0
56.0,51.0,25.0,Clube da Luta,0
49.0,70.0,27.0,Annabelle 2: A Criação do Mal,0
50.0,43.0,23.0,Por Água Abaixo,0
53.0,73.0,29.0,It: A Coisa,0
45.0,42.0,24.0,IT: Capítulo Dois,0
56.0,72.0,33.0,Django Livre,0
43.0,45.0,23.0,Tubarão,0
42.0,39.0,34.0,Instinto Selvagem,0
44.0,49.0,37.0,O Retorno da Múmia,0
41.0,30.0,25.0,A Escolha Perfeita,0
49.0,26.0,21.0,After,0
43.0,61.0,32.0,Ted 2,0
41.0,62.0,33.0,Star Trek,0
53.0,73.0,29.0,It: A Coisa,0
48.0,44.0,24.0,Godzilla vs. Kong,0
53.0,58.0,25.0,A Torre Negra,0
41.0,25.0,39.0,Orgulho e Preconceito,0
52.0,25.0,30.0,O Segredo de Brokeback Mountain,0
55.0,41.0,22.0,Pânico,0
49.0,56.0,26.0,Lion: Uma Jornada para Casa,0
50.0,42.0,20.0,Blade Runner: O Caçador de Andróides,0
43.0,64.0,29.0,Jogos Mortais X,0
51.0,23.0,40.0,Top Gun - Ases Indomáveis,0
45.0,43.0,39.0,A Múmia,0
42.0,66.0,38.0,Madagascar,0
50.0,37.0,31.0,Godzilla II: Rei dos Monstros,0
55.0,57.0,41.0,Missão: Impossível - Protocolo Fantasma,0
49.0,63.0,28.0,Dunkirk,0
43.0,51.0,26.0,Constantine,0
42.0,71.0,30.0,O Código Da Vinci,0
42.0,51.0,24.0,O Labirinto do Fauno,0
53.0,58.0,25.0,A Torre Negra,0
42.0,49.0,30.0,Jogos Mortais,0
41.0,19.0,36.0,Rambo II - A Missão,0
41.0,54.0,28.0,Prenda-Me se For Capaz,0
53.0,35.0,19.0,Meu Malvado Favorito 3,0
45.0,55.0,30.0,Hereditário,0
40.0,45.0,27.0,Dinheiro Fácil,0
52.0,62.0,31.0,Eu Sou a Lenda,0
51.0,28.0,28.0,Baywatch: S.O.S. Malibu,0
43.0,32.0,24.0,O Profissional,0
41.0,61.0,23.0,13 Horas: Os Soldados Secretos de Benghazi,0
51.0,35.0,20.0,Patrulha Canina: O Filme,0
52.0,33.0,40.0,O Protetor 2,0
39.0,37.0,33.0,Bob Marley: One Love,0
43.0,52.0,31.0,O Resgate do Soldado Ryan,0
44.0,31.0,28.0,2012,0
47.0,40.0,32.0,Indiana Jones e a Última Cruzada,0
46.0,29.0,37.0,Shrek Terceiro,0
45.0,25.0,36.0,Rambo IV,0
56.0,39.0,34.0,Mulher-Maravilha,0
42.0,42.0,44.0,Hotel Transilvânia,0
52.0,79.0,51.0,Sicario: Terra de Ninguém,0
55.0,37.0,24.0,Sonic: O Filme,0
47.0,30.0,33.0,Karatê Kid,0
39.0,42.0,31.0,Donnie Darko,0
43.0,57.0,27.0,O Grande Truque,0
44.0,28.0,31.0,Fragmentado,0
54.0,65.0,32.0,No Limite do Amanhã,0
43.0,47.0,31.0,Tudo em Todo o Lugar ao Mesmo Tempo,0
45.0,42.0,32.0,Ted,0
42.0,56.0,26.0,Os Infiltrados,0
44.0,33.0,42.0,Sing - Quem Canta Seus Males Espanta,0
52.0,63.0,32.0,Era Uma Vez em… Hollywood,0
43.0,50.0,29.0,Cinquenta Tons Mais Escuros,0
55.0,49.0,17.0,Sorria,0
52.0,73.0,27.0,Terremoto: A Falha de San Andreas,0
43.0,58.0,24.0,Babilônia,0
52.0,36.0,21.0,Ambulância: Um Dia de Crime,0
49.0,20.0,21.0,Pequenos Espiões,0
56.0,60.0,42.0,Missão: Impossível - Nação Secreta,0
47.0,37.0,50.0,John Wick: De Volta ao Jogo,0
52.0,45.0,34.0,A Saga Crepúsculo: Amanhecer - Parte 2,0
52.0,26.0,32.0,A Saga Crepúsculo: Lua Nova,0
45.0,18.0,25.0,Batman: O Retorno,0
49.0,33.0,35.0,Megatubarão,0
40.0,28.0,28.0,Busca Implacável,0
40.0,33.0,29.0,Psicopata Americano,0
42.0,32.0,38.0,Hotel Transilvânia 3: Férias Monstruosas,0
50.0,65.0,25.0,Tróia,0
41.0,52.0,37.0,Drive,0
42.0,25.0,28.0,Hancock,0
51.0,62.0,25.0,Sniper Americano,0
