total_languages,total_countries,total_streaming,titulo,cluster
3.5263605246161616,3.4657359027997265,13.0,Como Sobreviver a um Ataque Zumbi,1
3.4657359027997265,3.091042453358316,10.0,Perfect Blue,1
3.5553480614894135,2.772588722239781,3.0,Kung Fu Futebol Clube,1
3.7612001156935624,3.4657359027997265,9.0,Duro de Matar 2,1
3.713572066704308,3.091042453358316,7.0,Hércules,1
3.1780538303479458,3.6888794541139363,2.0,Pilotos de Combate,1
3.5553480614894135,3.970291913552122,8.0,Imaginário: Brinquedo Diabólico,1
3.7612001156935624,3.4011973816621555,8.0,O Castelo Animado,1
3.784189633918261,3.4657359027997265,9.0,Cruella,1
3.828641396489095,3.295836866004329,8.0,Carros 2,1
3.713572066704308,3.258096538021482,7.0,Quarteto Fantástico e o Surfista Prateado,1
3.6375861597263857,3.58351893845611,14.0,Ben-Hur,1
3.1780538303479458,2.0794415416798357,1.0,Marcados Pelo Sangue,1
3.58351893845611,3.4011973816621555,19.0,Mavka: Aventura na Floresta,1
3.6635616461296463,3.091042453358316,13.0,As Tartarugas Ninja: O Retorno,1
3.7376696182833684,2.6390573296152584,9.0,Code 8: Renegados,1
3.367295829986474,2.302585092994046,8.0,Vencer ou Morrer,1
3.784189633918261,3.4965075614664802,5.0,O Pacto,1
3.258096538021482,1.791759469228055,7.0,Skinheads - A Força Branca,1
3.367295829986474,2.6390573296152584,5.0,Virando o Jogo,1
3.6635616461296463,3.367295829986474,19.0,After: Depois da Promessa,1
3.5553480614894135,2.772588722239781,10.0,Terra à Deriva 2,1
3.7376696182833684,2.9444389791664403,19.0,Rocky IV,1
3.1780538303479458,3.6888794541139363,2.0,Pilotos de Combate,1
3.784189633918261,3.258096538021482,5.0,Irmão Urso,1
3.1780538303479458,2.1972245773362196,18.0,A Tortura do Medo,1
3.367295829986474,2.0794415416798357,5.0,Como Agarrar um Marido,1
3.6109179126442243,3.7376696182833684,12.0,Patch Adams: O Amor é Contagioso,1
3.4965075614664802,2.5649493574615367,2.0,Pi,1
3.6109179126442243,3.58351893845611,10.0,Olhos Famintos 2,1
3.7376696182833684,3.367295829986474,12.0,O Gigante de Ferro,1
3.6888794541139363,3.2188758248682006,19.0,Vingança,1
3.6109179126442243,3.6109179126442243,16.0,Olhos Famintos,1
3.58351893845611,2.5649493574615367,5.0,A Noiva de Chucky,1
3.7376696182833684,3.295836866004329,11.0,Pearl Harbor,1
3.4339872044851463,2.5649493574615367,20.0,O Grande Dragão Branco,1
2.1972245773362196,1.3862943611198906,2.0,स्त्री २,1
3.4011973816621555,3.1354942159291497,13.0,Dogman,1
3.713572066704308,3.091042453358316,7.0,Hércules,1
3.828641396489095,3.332204510175204,10.0,Noites Brutais,1
3.4965075614664802,3.044522437723423,24.0,Amor Bandido,1
3.5553480614894135,2.70805020110221,5.0,Abracadabra,1
3.5263605246161616,2.1972245773362196,10.0,Hackers: Piratas de Computador,1
2.1972245773362196,1.3862943611198906,2.0,स्त्री २,1
3.332204510175204,2.1972245773362196,1.0,O Homem da Califórnia,1
3.6635616461296463,2.8903717578961645,17.0,A Cabana,1
3.6635616461296463,3.6635616461296463,10.0,Pânico na Floresta,1
3.332204510175204,3.4657359027997265,15.0,Meu Amigo Robô,1
3.9318256327243257,2.1972245773362196,19.0,Amor de Redenção,1
3.4011973816621555,3.2188758248682006,7.0,Super Nacho,1
3.4657359027997265,3.4011973816621555,10.0,Back to Black,1
3.4339872044851463,2.5649493574615367,8.0,Dragon Ball Z: O Renascimento de Freeza,1
3.1780538303479458,2.0794415416798357,1.0,Marcados Pelo Sangue,1
3.6375861597263857,1.791759469228055,3.0,O Pequenino,1
3.6635616461296463,2.70805020110221,5.0,Tombstone: A Justiça Está Chegando,1
3.784189633918261,2.9444389791664403,12.0,O Predador 2: A Caçada Continua,1
3.5553480614894135,2.8903717578961645,8.0,Fúria Sobre Rodas,1
3.4657359027997265,3.5553480614894135,1.0,Animal,1
3.6635616461296463,2.995732273553991,19.0,Legalmente Loira,1
3.5553480614894135,2.772588722239781,10.0,Terra à Deriva 2,1
3.58351893845611,2.9444389791664403,12.0,A Lenda de Beowulf,1
3.5263605246161616,3.6109179126442243,7.0,Os Picaretas,1
3.6375861597263857,3.4657359027997265,10.0,Os Dez Mandamentos,1
3.713572066704308,2.9444389791664403,14.0,Spirit: O Corcel Indomável,1
3.6635616461296463,3.367295829986474,19.0,After: Depois da Promessa,1
3.6635616461296463,3.367295829986474,19.0,After: Depois da Promessa,1
3.332204510175204,2.4849066497880004,6.0,O Estranho,1
3.1780538303479458,2.0794415416798357,8.0,A Casa do Espanto,1
3.8066624897703196,3.044522437723423,9.0,Esqueceram de Mim 2: Perdido em Nova York,1
3.8066624897703196,3.091042453358316,11.0,Ponte para Terabítia,1
3.4657359027997265,3.1354942159291497,22.0,Byzantium: Uma Vida Eterna,1
3.6109179126442243,3.4657359027997265,15.0,Desafio no Bronx,1
3.713572066704308,3.6109179126442243,8.0,Festa da Salsicha,1
3.7376696182833684,3.044522437723423,6.0,Peter Pan,1
3.7376696182833684,3.4339872044851463,5.0,A Bela Adormecida,1
2.8903717578961645,3.091042453358316,1.0,Crepúsculo dos Guerreiros: Walled In,1
3.713572066704308,3.044522437723423,4.0,A Família do Futuro,1
3.713572066704308,3.713572066704308,8.0,Alice Através do Espelho,1
3.6109179126442243,2.9444389791664403,18.0,A Mosca,1
3.1780538303479458,2.1972245773362196,1.0,Energia Pura,1
3.6109179126442243,3.258096538021482,16.0,Os Cavaleiros do Zodíaco - Saint Seiya: O Começo,1
