total_languages,total_countries,total_streaming,titulo,cluster
3.871201010907891,4.04305126783455,32.0,John Wick 4: Baba Yaga,0
3.784189633918261,3.1354942159291497,29.0,Os Fantasmas se Divertem,0
3.912023005428146,4.143134726391533,28.0,Velozes & Furiosos 10,0
3.6635616461296463,3.912023005428146,12.0,Os Observadores,0
3.713572066704308,4.007333185232471,3.0,Fúria Primitiva,0
3.784189633918261,3.1354942159291497,29.0,Os Fantasmas se Divertem,0
3.828641396489095,3.912023005428146,29.0,O Poderoso Chefão: Parte III,0
3.784189633918261,4.882801922586371,6.0,Wish: O Poder dos Desejos,0
3.9512437185814275,4.983606621708336,7.0,Avatar: O Caminho da Água,0
3.828641396489095,5.459585514144159,3.0,Godzilla Minus One,0
3.871201010907891,4.04305126783455,32.0,John Wick 4: Baba Yaga,0
3.8918202981106265,4.51085950651685,39.0,Interestelar,0
3.713572066704308,4.127134385045092,21.0,Madame Teia,0
3.9889840465642745,3.7376696182833684,21.0,O Hobbit: A Batalha dos Cinco Exércitos,0
3.871201010907891,4.48863636973214,27.0,Oppenheimer,0
3.871201010907891,4.23410650459726,36.0,Batman: O Cavaleiro das Trevas,0
3.828641396489095,5.459585514144159,3.0,Godzilla Minus One,0
3.9318256327243257,4.110873864173311,37.0,Harry Potter e a Pedra Filosofal,0
3.871201010907891,3.784189633918261,30.0,Transformers: O Despertar das Feras,0
3.9318256327243257,4.127134385045092,29.0,O Senhor dos Anéis: A Sociedade do Anel,0
3.9512437185814275,4.983606621708336,7.0,Avatar: O Caminho da Água,0
3.8501476017100584,4.02535169073515,45.0,Até o Último Homem,0
3.8066624897703196,4.07753744390572,28.0,Barbie,0
3.8066624897703196,4.189654742026425,9.0,Prometheus,0
3.871201010907891,4.04305126783455,10.0,Piratas do Caribe: A Maldição do Pérola Negra,0
3.9889840465642745,4.430816798843313,22.0,Meu Malvado Favorito,0
3.8501476017100584,3.9889840465642745,35.0,Shrek,0
3.828641396489095,3.970291913552122,14.0,Vingadores: Era de Ultron,0
3.7376696182833684,4.77912349311153,8.0,A Primeira Profecia,0
3.8066624897703196,4.04305126783455,10.0,"As Crônicas de Nárnia: O Leão, a Feiticeira e o Guarda-Roupa",0
3.871201010907891,4.30406509320417,8.0,Up: Altas Aventuras,0
3.828641396489095,3.7612001156935624,39.0,Pulp Fiction: Tempo de Violência,0
3.784189633918261,4.795790545596741,6.0,Elementos,0
3.828641396489095,4.204692619390966,21.0,Titanic,0
3.784189633918261,4.394449154672439,10.0,X-Men: Dias de um Futuro Esquecido,0
3.9512437185814275,3.9889840465642745,24.0,Duna,0
3.828641396489095,4.330733340286331,12.0,Maze Runner: Correr ou Morrer,0
3.8918202981106265,3.871201010907891,10.0,O Rei Leão,0
3.871201010907891,3.9889840465642745,32.0,Missão: Impossível - Acerto de Contas Parte 1,0
3.7376696182833684,3.828641396489095,26.0,Todos Menos Você,0
3.871201010907891,4.143134726391533,10.0,Piratas do Caribe: Navegando em Águas Misteriosas,0
3.871201010907891,3.7376696182833684,36.0,Harry Potter e as Relíquias da Morte - Parte 2,0
4.02535169073515,4.465908118654584,31.0,Blade Runner 2049,0
3.8066624897703196,4.07753744390572,15.0,Homem de Ferro,0
3.784189633918261,3.9889840465642745,12.0,Ghostbusters: Apocalipse de Gelo,0
3.828641396489095,4.02535169073515,4.0,O Menino e a Garça,0
3.8918202981106265,4.07753744390572,39.0,Harry Potter e o Prisioneiro de Azkaban,0
3.7376696182833684,3.7612001156935624,23.0,A Noiva Cadáver,0
3.6888794541139363,3.6635616461296463,21.0,Blade: O Caçador de Vampiros,0
3.8501476017100584,4.110873864173311,6.0,Operação Big Hero,0
3.7612001156935624,4.04305126783455,21.0,Como Eu Era Antes de Você,0
3.8066624897703196,3.4339872044851463,34.0,Cinquenta Tons de Cinza,0
3.871201010907891,3.912023005428146,30.0,Um Sonho de Liberdade,0
3.784189633918261,3.7612001156935624,11.0,Malévola,0
3.8066624897703196,4.07753744390572,15.0,Homem de Ferro,0
3.6109179126442243,3.784189633918261,22.0,Risco Duplo,0
3.784189633918261,4.07753744390572,23.0,Beekeeper: Rede de Vingança,0
3.7376696182833684,3.1354942159291497,26.0,Scarface,0
3.8066624897703196,3.6375861597263857,26.0,Megatubarão 2,0
3.8066624897703196,4.532599493153256,8.0,Thor: Amor e Trovão,0
3.8066624897703196,3.4339872044851463,34.0,Cinquenta Tons de Cinza,0
3.828641396489095,3.6375861597263857,11.0,Homem de Ferro 2,0
3.8918202981106265,3.6375861597263857,38.0,Harry Potter e o Enigma do Príncipe,0
3.871201010907891,4.143134726391533,10.0,Piratas do Caribe: Navegando em Águas Misteriosas,0
3.8066624897703196,3.6375861597263857,26.0,Megatubarão 2,0
3.828641396489095,4.859812404361672,27.0,Five Nights at Freddy's - O Pesadelo Sem Fim,0
3.713572066704308,3.9318256327243257,7.0,Gigantes de Aço,0
3.8918202981106265,4.219507705176107,27.0,O Senhor dos Anéis: O Retorno do Rei,0
3.784189633918261,4.07753744390572,23.0,Beekeeper: Rede de Vingança,0
3.784189633918261,3.7376696182833684,21.0,Jurassic World: Domínio,0
3.871201010907891,4.219507705176107,40.0,Harry Potter e o Cálice de Fogo,0
3.970291913552122,3.6109179126442243,41.0,Jogos Vorazes: A Esperança - Parte 1,0
3.6888794541139363,3.7612001156935624,23.0,Twister,0
3.6635616461296463,3.9512437185814275,23.0,A Caça,0
3.7376696182833684,3.871201010907891,6.0,Abigail,0
3.8066624897703196,3.9512437185814275,7.0,Monstros S.A.,0
3.9318256327243257,4.2626798770413155,20.0,Batman,0
3.8501476017100584,4.07753744390572,9.0,Piratas do Caribe: O Baú da Morte,0
3.912023005428146,5.455321115357702,2.0,Donzela,0
3.8918202981106265,3.5553480614894135,29.0,O Senhor dos Anéis: As Duas Torres,0
3.912023005428146,4.04305126783455,26.0,The Flash,0
3.871201010907891,4.74493212836325,10.0,Pobres Criaturas,0
4.007333185232471,4.143134726391533,32.0,Coringa,0
3.8501476017100584,3.784189633918261,11.0,Logan,0
3.784189633918261,3.828641396489095,23.0,Tubarão,0
3.970291913552122,4.110873864173311,31.0,Invocação do Mal,0
3.8066624897703196,4.04305126783455,7.0,Enrolados,0
4.007333185232471,4.204692619390966,20.0,Sonic 2: O Filme,0
3.9512437185814275,3.7612001156935624,42.0,Homem-Aranha: Longe de Casa,0
3.784189633918261,3.7376696182833684,21.0,Jurassic World: Domínio,0
3.871201010907891,3.871201010907891,12.0,Capitão América: Guerra Civil,0
3.871201010907891,3.784189633918261,18.0,Minions 2: A Origem de Gru,0
3.828641396489095,3.7612001156935624,39.0,Pulp Fiction: Tempo de Violência,0
3.828641396489095,4.04305126783455,30.0,Shrek 2,0
3.7612001156935624,3.828641396489095,33.0,Os Mercenários 4,0
3.6888794541139363,4.248495242049359,13.0,Poltergeist - O Fenômeno,0
4.007333185232471,4.204692619390966,20.0,Sonic 2: O Filme,0
3.784189633918261,4.48863636973214,8.0,007 Operação Skyfall,0
3.871201010907891,4.07753744390572,8.0,O Rei Leão,0
3.8066624897703196,4.5217885770490405,8.0,Doutor Estranho no Multiverso da Loucura,0
4.007333185232471,3.4965075614664802,24.0,Shrek Para Sempre: O Capítulo Final,0
4.0943445622221,4.31748811353631,36.0,Mad Max: Estrada da Fúria,0
3.8501476017100584,4.110873864173311,6.0,Operação Big Hero,0
3.8918202981106265,3.6635616461296463,12.0,A Viagem de Chihiro,0
4.02535169073515,4.465908118654584,31.0,Blade Runner 2049,0
3.8918202981106265,3.6635616461296463,37.0,Harry Potter e as Relíquias da Morte - Parte 1,0
3.8501476017100584,3.8918202981106265,13.0,X-Men: Apocalipse,0
3.8066624897703196,3.7376696182833684,45.0,O Lobo de Wall Street,0
3.784189633918261,3.4657359027997265,28.0,Cinquenta Tons de Liberdade,0
3.784189633918261,3.871201010907891,30.0,Liga da Justiça,0
3.8501476017100584,3.8918202981106265,13.0,X-Men: Apocalipse,0
3.8918202981106265,3.6375861597263857,38.0,Harry Potter e o Enigma do Príncipe,0
3.8501476017100584,4.3694478524670215,32.0,Corações de Ferro,0
3.784189633918261,3.4657359027997265,28.0,Cinquenta Tons de Liberdade,0
3.784189633918261,4.07753744390572,27.0,Trolls 3: Juntos Novamente,0
3.8501476017100584,3.7612001156935624,12.0,Pantera Negra,0
3.8501476017100584,4.007333185232471,9.0,Frozen: Uma Aventura Congelante,0
3.871201010907891,4.007333185232471,51.0,Homem-Aranha: De Volta ao Lar,0
3.8066624897703196,4.02535169073515,14.0,Jogos Vorazes: A Cantiga dos Pássaros e das Serpentes,0
3.784189633918261,4.90527477843843,7.0,Homem-Formiga e a Vespa: Quantumania,0
3.8918202981106265,3.713572066704308,12.0,Piratas do Caribe: A Vingança de Salazar,0
3.9512437185814275,3.58351893845611,21.0,Um Lugar Silencioso - Parte II,0
3.9318256327243257,4.59511985013459,8.0,Pantera Negra: Wakanda para Sempre,0
3.8066624897703196,3.7376696182833684,45.0,O Lobo de Wall Street,0
3.8501476017100584,4.060443010546419,38.0,Batman: O Cavaleiro das Trevas Ressurge,0
3.8918202981106265,3.7612001156935624,36.0,Homem-Aranha: No Aranhaverso,0
3.784189633918261,3.5553480614894135,15.0,Sing 2,0
3.871201010907891,4.007333185232471,51.0,Homem-Aranha: De Volta ao Lar,0
3.9889840465642745,3.6635616461296463,23.0,Meu Malvado Favorito 2,0
3.8918202981106265,4.143134726391533,8.0,Zootopia: Essa Cidade é o Bicho,0
4.007333185232471,3.4965075614664802,24.0,Shrek Para Sempre: O Capítulo Final,0
3.912023005428146,3.367295829986474,40.0,Guerra Mundial Z,0
3.9318256327243257,4.59511985013459,8.0,Pantera Negra: Wakanda para Sempre,0
3.8918202981106265,3.367295829986474,43.0,Homem-Aranha 3,0
3.912023005428146,3.6888794541139363,24.0,A Freira,0
3.8501476017100584,4.0943445622221,39.0,Batman Begins,0
3.6888794541139363,3.7612001156935624,23.0,Twister,0
3.713572066704308,3.1354942159291497,28.0,Diário de uma Paixão,0
3.784189633918261,3.4965075614664802,24.0,O Profissional,0
3.8066624897703196,3.828641396489095,29.0,A Lista de Schindler,0
3.8066624897703196,3.828641396489095,29.0,A Lista de Schindler,0
3.8501476017100584,4.836281906951478,4.0,Red: Crescer é Uma Fera,0
3.8918202981106265,3.4657359027997265,30.0,"Se Beber, Não Case!",0
3.9512437185814275,3.4011973816621555,17.0,Uma Linda Mulher,0
3.871201010907891,3.8501476017100584,11.0,Homem de Ferro 3,0
3.8501476017100584,4.219507705176107,13.0,Homem-Formiga,0
3.871201010907891,4.110873864173311,13.0,A Era do Gelo,0
3.8066624897703196,4.1588830833596715,10.0,Quarteto Fantástico,0
3.9889840465642745,3.6635616461296463,23.0,Meu Malvado Favorito 2,0
3.6635616461296463,3.2188758248682006,30.0,Meninas Malvadas,0
3.784189633918261,3.5553480614894135,15.0,Sing 2,0
3.8066624897703196,3.8918202981106265,29.0,À Espera de um Milagre,0
3.828641396489095,4.174387269895637,20.0,Como Treinar o Seu Dragão 3,0
3.713572066704308,4.02535169073515,12.0,Histórias Cruzadas,0
4.02535169073515,3.7376696182833684,33.0,Um Lugar Silencioso,0
3.6635616461296463,4.1588830833596715,18.0,Uma Babá Quase Perfeita,0
3.7612001156935624,3.1354942159291497,32.0,Taxi Driver: Motorista de Táxi,0
3.8066624897703196,4.174387269895637,35.0,Bastardos Inglórios,0
4.007333185232471,4.143134726391533,32.0,Coringa,0
3.871201010907891,4.060443010546419,10.0,Guerra nas Estrelas,0
3.784189633918261,4.90527477843843,7.0,Homem-Formiga e a Vespa: Quantumania,0
3.8066624897703196,3.367295829986474,31.0,Fragmentado,0
3.8066624897703196,3.8918202981106265,29.0,À Espera de um Milagre,0
3.8066624897703196,3.912023005428146,37.0,O Retorno da Múmia,0
3.7612001156935624,4.143134726391533,11.0,Garfield - O Filme,0
3.6888794541139363,4.127134385045092,8.0,Rivais,0
4.007333185232471,3.713572066704308,35.0,Transformers: A Era da Extinção,0
3.8066624897703196,4.543294782270004,39.0,O Protetor,0
3.713572066704308,3.9318256327243257,7.0,Gigantes de Aço,0
3.6888794541139363,3.871201010907891,15.0,Estrelas Além do Tempo,0
3.8066624897703196,4.330733340286331,24.0,Como Treinar o Seu Dragão,0
3.6109179126442243,3.6109179126442243,18.0,X: A Marca da Morte,0
3.713572066704308,4.02535169073515,12.0,Histórias Cruzadas,0
3.8066624897703196,4.174387269895637,35.0,Bastardos Inglórios,0
3.970291913552122,4.07753744390572,35.0,Gladiador,0
3.784189633918261,3.9889840465642745,21.0,Pânico VI,0
3.8501476017100584,3.7376696182833684,34.0,O Espetacular Homem-Aranha 2: A Ameaça de Electro,0
3.6888794541139363,3.9512437185814275,21.0,A Morte do Demônio: A Ascensão,0
3.8501476017100584,4.663439094112067,6.0,Tipos de Gentileza,0
3.6888794541139363,3.9318256327243257,15.0,Creed III,0
3.6888794541139363,3.6635616461296463,21.0,Blade: O Caçador de Vampiros,0
4.189654742026425,3.58351893845611,25.0,Os Bons Companheiros,0
3.828641396489095,4.1588830833596715,7.0,WALL-E,0
3.871201010907891,3.8501476017100584,11.0,Homem de Ferro 3,0
3.7612001156935624,3.7376696182833684,31.0,Shazam!,0
3.713572066704308,3.9318256327243257,20.0,Blade: Trinity,0
3.912023005428146,3.6888794541139363,24.0,A Freira,0
3.7612001156935624,3.7376696182833684,33.0,As Tartarugas Ninja: Caos Mutante,0
3.912023005428146,3.970291913552122,19.0,Atração Perigosa,0
3.8501476017100584,3.367295829986474,24.0,Watchmen: O Filme,0
3.912023005428146,3.9512437185814275,33.0,Matrix,0
3.8501476017100584,4.30406509320417,17.0,Star Wars: O Despertar da Força,0
3.828641396489095,3.6109179126442243,10.0,Free Guy: Assumindo o Controle,0
3.9889840465642745,4.110873864173311,29.0,Os Suspeitos,0
4.007333185232471,3.6375861597263857,9.0,Viúva Negra,0
3.828641396489095,4.795790545596741,7.0,Indiana Jones e A Relíquia do Destino,0
3.8501476017100584,4.060443010546419,38.0,Batman: O Cavaleiro das Trevas Ressurge,0
3.7376696182833684,3.8501476017100584,7.0,Dumbo,0
3.6375861597263857,4.394449154672439,14.0,O Juiz,0
3.8066624897703196,4.330733340286331,24.0,Como Treinar o Seu Dragão,0
3.828641396489095,3.970291913552122,8.0,Toy Story 3,0
3.9512437185814275,4.110873864173311,31.0,Kick-Ass: Quebrando Tudo,0
3.6109179126442243,3.4657359027997265,27.0,Platoon,0
3.784189633918261,3.871201010907891,17.0,King's Man: A Origem,0
3.784189633918261,3.9889840465642745,21.0,Pânico VI,0
3.7376696182833684,3.7376696182833684,23.0,Três Homens em Conflito,0
3.9318256327243257,3.8066624897703196,9.0,Frozen 2,0
3.8066624897703196,3.5553480614894135,16.0,O Predador,0
3.8918202981106265,3.970291913552122,26.0,Kung Fu Panda 3,0
3.7612001156935624,3.4657359027997265,19.0,O Incrível Hulk,0
3.828641396489095,3.6888794541139363,26.0,Invocação do Mal 3: A Ordem do Demônio,0
3.8501476017100584,3.6888794541139363,9.0,Thor: Ragnarok,0
3.8066624897703196,3.7612001156935624,13.0,Star Wars: Episódio VIII - Os Últimos Jedi,0
3.871201010907891,4.060443010546419,10.0,Guerra nas Estrelas,0
3.912023005428146,3.367295829986474,40.0,Guerra Mundial Z,0
3.9512437185814275,4.51085950651685,42.0,O Jogo da Imitação,0
3.784189633918261,3.295836866004329,30.0,A Saga Crepúsculo: Eclipse,0
3.6888794541139363,3.6109179126442243,16.0,Mr. Bean - O Filme,0
3.912023005428146,4.2626798770413155,27.0,Annabelle 2: A Criação do Mal,0
3.912023005428146,4.060443010546419,23.0,300,0
3.713572066704308,3.828641396489095,20.0,O Exorcista,0
3.9512437185814275,3.6888794541139363,30.0,Velozes & Furiosos: Hobbs & Shaw,0
3.828641396489095,3.7612001156935624,24.0,IT: Capítulo Dois,0
3.871201010907891,3.912023005428146,17.0,O Quinto Elemento,0
3.7612001156935624,3.5553480614894135,32.0,Pânico,0
3.7612001156935624,3.1354942159291497,32.0,Taxi Driver: Motorista de Táxi,0
3.9889840465642745,4.442651256490317,34.0,O Exterminador do Futuro: Gênesis,0
3.784189633918261,3.9512437185814275,26.0,Constantine,0
3.970291913552122,3.828641396489095,34.0,A Saga Crepúsculo: Amanhecer - Parte 2,0
3.784189633918261,3.367295829986474,28.0,As Tartarugas Ninja,0
3.784189633918261,4.007333185232471,27.0,Kill Bill: Volume 1,0
4.007333185232471,3.1354942159291497,33.0,A Saga Crepúsculo: Amanhecer - Parte 1,0
3.7612001156935624,3.713572066704308,25.0,Círculo de Fogo,0
3.8066624897703196,4.1588830833596715,25.0,O Espanta Tubarões,0
3.713572066704308,3.58351893845611,28.0,A Chamada,0
3.713572066704308,4.110873864173311,21.0,Ruby Marinho - Monstro Adolescente,0
3.9512437185814275,4.51085950651685,42.0,O Jogo da Imitação,0
3.8918202981106265,3.970291913552122,26.0,Kung Fu Panda 3,0
3.8501476017100584,3.6635616461296463,8.0,Doutor Estranho,0
3.970291913552122,4.30406509320417,27.0,Terremoto: A Falha de San Andreas,0
3.8066624897703196,3.5553480614894135,26.0,Infiltrado,0
3.9318256327243257,3.7376696182833684,18.0,Adão Negro,0
3.970291913552122,3.6109179126442243,41.0,Jogos Vorazes: A Esperança - Parte 1,0
3.7612001156935624,3.7612001156935624,21.0,Seven: Os Sete Crimes Capitais,0
3.7376696182833684,3.295836866004329,25.0,A Queda,0
3.6888794541139363,3.784189633918261,20.0,Zona de Interesse,0
3.713572066704308,3.7612001156935624,27.0,Nós,0
3.784189633918261,3.4339872044851463,12.0,Planeta dos Macacos: A Origem,0
3.7612001156935624,3.6109179126442243,36.0,Busca Implacável 3,0
3.784189633918261,3.367295829986474,21.0,Kung Fu Panda,0
3.8501476017100584,3.258096538021482,35.0,Invasão Zumbi,0
3.6888794541139363,3.58351893845611,32.0,Vidas Passadas,0
3.713572066704308,3.58351893845611,28.0,A Chamada,0
3.970291913552122,3.5263605246161616,40.0,O Protetor 2,0
4.04305126783455,3.9512437185814275,25.0,Clube da Luta,0
3.828641396489095,3.6109179126442243,20.0,O Exterminador do Futuro,0
3.912023005428146,4.2626798770413155,27.0,Annabelle 2: A Criação do Mal,0
3.7376696182833684,3.2188758248682006,23.0,O Show de Truman: O Show da Vida,0
3.9318256327243257,3.784189633918261,23.0,Por Água Abaixo,0
3.9889840465642745,4.30406509320417,29.0,It: A Coisa,0
3.828641396489095,3.7612001156935624,24.0,IT: Capítulo Dois,0
4.04305126783455,4.290459441148391,33.0,Django Livre,0
3.8918202981106265,3.7612001156935624,16.0,Upgrade: Atualização,0
3.784189633918261,3.828641396489095,23.0,Tubarão,0
3.784189633918261,4.844187086458591,5.0,Luca,0
3.7612001156935624,3.6888794541139363,34.0,Instinto Selvagem,0
3.828641396489095,3.6109179126442243,20.0,O Exterminador do Futuro,0
3.8066624897703196,3.912023005428146,37.0,O Retorno da Múmia,0
3.7376696182833684,3.4339872044851463,25.0,A Escolha Perfeita,0
3.912023005428146,3.295836866004329,21.0,After,0
3.784189633918261,4.127134385045092,32.0,Ted 2,0
3.7376696182833684,4.143134726391533,33.0,Star Trek,0
3.9889840465642745,4.30406509320417,29.0,It: A Coisa,0
3.713572066704308,4.110873864173311,21.0,Ruby Marinho - Monstro Adolescente,0
3.8918202981106265,3.8066624897703196,24.0,Godzilla vs. Kong,0
3.9889840465642745,4.07753744390572,25.0,A Torre Negra,0
3.7376696182833684,3.258096538021482,39.0,Orgulho e Preconceito,0
3.970291913552122,3.258096538021482,30.0,O Segredo de Brokeback Mountain,0
3.6888794541139363,3.8066624897703196,24.0,O Menino do Pijama Listrado,0
3.713572066704308,3.784189633918261,19.0,Fargo: Uma Comédia de Erros,0
3.8501476017100584,4.219507705176107,13.0,Homem-Formiga,0
4.02535169073515,3.7376696182833684,22.0,Pânico,0
3.912023005428146,4.04305126783455,26.0,Lion: Uma Jornada para Casa,0
3.9318256327243257,3.7612001156935624,20.0,Blade Runner: O Caçador de Andróides,0
3.8066624897703196,3.5263605246161616,9.0,Raya e o Último Dragão,0
3.784189633918261,4.174387269895637,29.0,Jogos Mortais X,0
3.9512437185814275,3.1780538303479458,40.0,Top Gun - Ases Indomáveis,0
3.828641396489095,3.784189633918261,39.0,A Múmia,0
3.7376696182833684,3.2188758248682006,23.0,O Show de Truman: O Show da Vida,0
3.7612001156935624,4.204692619390966,38.0,Madagascar,0
3.7612001156935624,4.465908118654584,11.0,A Paixão de Cristo,0
3.8501476017100584,3.6635616461296463,8.0,Doutor Estranho,0
3.6375861597263857,4.110873864173311,22.0,Juntos e Misturados,0
4.02535169073515,3.7612001156935624,15.0,Chappie,0
3.713572066704308,3.8501476017100584,18.0,Apocalypse Now,0
3.9318256327243257,3.6375861597263857,31.0,Godzilla II: Rei dos Monstros,0
3.784189633918261,3.367295829986474,21.0,Kung Fu Panda 2,0
4.02535169073515,4.060443010546419,41.0,Missão: Impossível - Protocolo Fantasma,0
3.784189633918261,4.343805421853684,13.0,007 Cassino Royale,0
3.912023005428146,4.1588830833596715,28.0,Dunkirk,0
3.784189633918261,3.9512437185814275,26.0,Constantine,0
3.7612001156935624,4.276666119016055,30.0,O Código Da Vinci,0
3.7612001156935624,3.9512437185814275,24.0,O Labirinto do Fauno,0
3.6888794541139363,3.8066624897703196,24.0,O Menino do Pijama Listrado,0
3.9889840465642745,4.07753744390572,25.0,A Torre Negra,0
3.7612001156935624,3.912023005428146,30.0,Jogos Mortais,0
3.7612001156935624,3.6888794541139363,7.0,Aladdin,0
3.7376696182833684,2.995732273553991,36.0,Rambo II - A Missão,0
3.9889840465642745,3.58351893845611,14.0,Os Caras Malvados,0
3.7376696182833684,4.007333185232471,28.0,Prenda-Me se For Capaz,0
3.9889840465642745,3.58351893845611,19.0,Meu Malvado Favorito 3,0
3.7612001156935624,3.6888794541139363,7.0,Aladdin,0
3.970291913552122,3.6109179126442243,7.0,A Vida Secreta de Walter Mitty,0
3.828641396489095,4.02535169073515,30.0,Hereditário,0
3.828641396489095,4.382026634673881,6.0,O Bom Dinossauro,0
3.713572066704308,3.828641396489095,27.0,Dinheiro Fácil,0
3.7376696182833684,4.0943445622221,16.0,Férias Frustradas,0
3.9512437185814275,3.58351893845611,13.0,O Pior Vizinho do Mundo,0
3.970291913552122,4.143134726391533,31.0,Eu Sou a Lenda,0
3.9512437185814275,3.367295829986474,28.0,Baywatch: S.O.S. Malibu,0
3.8066624897703196,3.1780538303479458,21.0,Código de Conduta,0
3.784189633918261,3.4965075614664802,24.0,O Profissional,0
3.7376696182833684,4.127134385045092,23.0,13 Horas: Os Soldados Secretos de Benghazi,0
3.8501476017100584,4.2626798770413155,9.0,Toy Story 4,0
3.9512437185814275,3.58351893845611,20.0,Patrulha Canina: O Filme,0
3.970291913552122,3.5263605246161616,40.0,O Protetor 2,0
3.6888794541139363,3.6375861597263857,33.0,Bob Marley: One Love,0
3.784189633918261,3.970291913552122,31.0,O Resgate do Soldado Ryan,0
3.970291913552122,3.5553480614894135,13.0,O Poderoso Chefinho 2: Negócios da Família,0
3.8066624897703196,3.4657359027997265,28.0,2012,0
3.871201010907891,3.713572066704308,32.0,Indiana Jones e a Última Cruzada,0
3.8501476017100584,3.4011973816621555,37.0,Shrek Terceiro,0
3.8501476017100584,4.248495242049359,9.0,007: Sem Tempo para Morrer,0
3.8501476017100584,4.276666119016055,14.0,Maze Runner: Prova de Fogo,0
3.828641396489095,3.258096538021482,36.0,Rambo IV,0
4.04305126783455,3.6888794541139363,34.0,Mulher-Maravilha,0
3.7612001156935624,3.7612001156935624,44.0,Hotel Transilvânia,0
3.970291913552122,4.382026634673881,51.0,Sicario: Terra de Ninguém,0
4.02535169073515,3.6375861597263857,24.0,Sonic: O Filme,0
3.7612001156935624,3.8066624897703196,9.0,Guardiões da Galáxia - Vol. 2,0
3.6888794541139363,4.060443010546419,19.0,À Procura da Felicidade,0
3.871201010907891,3.4339872044851463,33.0,Karatê Kid,0
3.6888794541139363,3.7612001156935624,18.0,O Grande Lebowski,0
3.6375861597263857,3.6109179126442243,18.0,João e Maria: Caçadores de Bruxas,0
3.6888794541139363,3.7612001156935624,31.0,Donnie Darko,0
3.784189633918261,3.6888794541139363,8.0,WiFi Ralph: Quebrando a Internet,0
3.784189633918261,3.6888794541139363,8.0,WiFi Ralph: Quebrando a Internet,0
3.6888794541139363,3.9318256327243257,23.0,Cidade de Deus,0
3.828641396489095,3.9889840465642745,7.0,Valente,0
3.784189633918261,4.060443010546419,27.0,O Grande Truque,0
3.7376696182833684,3.295836866004329,25.0,A Queda,0
3.8066624897703196,3.367295829986474,31.0,Fragmentado,0
4.007333185232471,4.189654742026425,32.0,No Limite do Amanhã,0
3.784189633918261,3.871201010907891,31.0,Tudo em Todo o Lugar ao Mesmo Tempo,0
3.828641396489095,3.7612001156935624,32.0,Ted,0
3.7612001156935624,4.04305126783455,26.0,Os Infiltrados,0
3.8066624897703196,3.5263605246161616,42.0,Sing - Quem Canta Seus Males Espanta,0
3.970291913552122,4.1588830833596715,32.0,Era Uma Vez em… Hollywood,0
3.9889840465642745,3.6888794541139363,13.0,A Origem dos Guardiões,0
3.7376696182833684,3.8501476017100584,11.0,(500) Dias com Ela,0
3.784189633918261,3.4011973816621555,14.0,True Lies,0
3.784189633918261,3.9318256327243257,29.0,Cinquenta Tons Mais Escuros,0
4.02535169073515,3.912023005428146,17.0,Sorria,0
3.970291913552122,4.30406509320417,27.0,Terremoto: A Falha de San Andreas,0
3.7376696182833684,3.6109179126442243,21.0,O Predador,0
