total_languages,total_countries,total_streaming,titulo,cluster
46.0,48.0,13.0,X-Men: Apocalipse,1
38.0,21.0,16.0,Herói por Encomenda,1
37.0,32.0,6.0,Contra o Mundo,1
46.0,42.0,12.0,Pantera Negra,1
46.0,54.0,9.0,Frozen: Uma Aventura Congelante,1
42.0,31.0,9.0,Cinderela,1
41.0,24.0,6.0,Hotel Transilvânia: Transformonstrão,1
44.0,55.0,14.0,Jogos Vorazes: A Cantiga dos Pássaros e das Serpentes,1
34.0,52.0,8.0,Imaginário: Brinquedo Diabólico,1
48.0,40.0,12.0,Piratas do Caribe: A Vingança de Salazar,1
41.0,23.0,8.0,Mulan,1
46.0,26.0,8.0,Toy Story 2,1
43.0,34.0,15.0,Sing 2,1
48.0,62.0,8.0,Zootopia: Essa Cidade é o Bicho,1
37.0,26.0,11.0,Miraculous: As Aventuras de Ladybug - O Filme,1
43.0,24.0,6.0,A Princesa e o Sapo,1
39.0,42.0,23.0,Twister,1
39.0,22.0,7.0,Lilo & Stitch,1
38.0,21.0,16.0,Herói por Encomenda,1
51.0,29.0,17.0,Uma Linda Mulher,1
47.0,46.0,11.0,Homem de Ferro 3,1
46.0,67.0,13.0,Homem-Formiga,1
47.0,60.0,13.0,A Era do Gelo,1
41.0,23.0,8.0,Mulan,1
46.0,26.0,8.0,Toy Story 2,1
44.0,63.0,10.0,Quarteto Fantástico,1
43.0,34.0,15.0,Sing 2,1
45.0,64.0,20.0,Como Treinar o Seu Dragão 3,1
40.0,55.0,12.0,Histórias Cruzadas,1
38.0,63.0,18.0,Uma Babá Quase Perfeita,1
42.0,29.0,8.0,O Castelo Animado,1
47.0,57.0,10.0,Guerra nas Estrelas,1
43.0,21.0,7.0,A Bela e a Fera,1
42.0,62.0,11.0,Garfield - O Filme,1
45.0,26.0,8.0,Carros 2,1
39.0,61.0,8.0,Rivais,1
40.0,50.0,7.0,Gigantes de Aço,1
39.0,26.0,16.0,Gente Grande,1
39.0,47.0,15.0,Estrelas Além do Tempo,1
36.0,36.0,18.0,X: A Marca da Morte,1
40.0,55.0,12.0,Histórias Cruzadas,1
41.0,21.0,6.0,O Estranho Mundo de Jack,1
43.0,53.0,21.0,Pânico VI,1
39.0,51.0,21.0,A Morte do Demônio: A Ascensão,1
39.0,50.0,15.0,Creed III,1
39.0,38.0,21.0,Blade: O Caçador de Vampiros,1
45.0,63.0,7.0,WALL-E,1
47.0,46.0,11.0,Homem de Ferro 3,1
40.0,50.0,20.0,Blade: Trinity,1
46.0,73.0,17.0,Star Wars: O Despertar da Força,1
45.0,36.0,10.0,Free Guy: Assumindo o Controle,1
54.0,37.0,9.0,Viúva Negra,1
41.0,46.0,7.0,Dumbo,1
37.0,80.0,14.0,O Juiz,1
45.0,52.0,8.0,Toy Story 3,1
36.0,31.0,27.0,Platoon,1
43.0,47.0,17.0,King's Man: A Origem,1
43.0,53.0,21.0,Pânico VI,1
41.0,41.0,23.0,Três Homens em Conflito,1
43.0,24.0,6.0,A Princesa e o Sapo,1
50.0,44.0,9.0,Frozen 2,1
44.0,34.0,16.0,O Predador,1
44.0,20.0,10.0,A Pequena Sereia,1
42.0,31.0,19.0,O Incrível Hulk,1
37.0,21.0,16.0,Sem Retorno,1
39.0,26.0,16.0,Gente Grande,1
43.0,33.0,8.0,Capitão América: O Primeiro Vingador,1
43.0,21.0,7.0,A Bela e a Fera,1
46.0,39.0,9.0,Thor: Ragnarok,1
44.0,42.0,13.0,Star Wars: Episódio VIII - Os Últimos Jedi,1
47.0,57.0,10.0,Guerra nas Estrelas,1
39.0,36.0,16.0,Mr. Bean - O Filme,1
40.0,45.0,20.0,O Exorcista,1
42.0,17.0,20.0,Pearl: Uma História de Origem 'X',1
47.0,49.0,17.0,O Quinto Elemento,1
43.0,32.0,5.0,O Pacto,1
40.0,60.0,21.0,Ruby Marinho - Monstro Adolescente,1
43.0,25.0,5.0,Irmão Urso,1
46.0,38.0,8.0,Doutor Estranho,1
50.0,41.0,18.0,Adão Negro,1
42.0,31.0,9.0,Duro de Matar 2,1
42.0,42.0,21.0,Seven: Os Sete Crimes Capitais,1
41.0,26.0,25.0,A Queda,1
40.0,21.0,7.0,Hércules,1
34.0,52.0,8.0,Imaginário: Brinquedo Diabólico,1
42.0,29.0,8.0,O Castelo Animado,1
43.0,31.0,9.0,Cruella,1
39.0,43.0,20.0,Zona de Interesse,1
43.0,30.0,12.0,Planeta dos Macacos: A Origem,1
45.0,26.0,8.0,Carros 2,1
43.0,28.0,21.0,Kung Fu Panda,1
40.0,25.0,7.0,Quarteto Fantástico e o Surfista Prateado,1
37.0,35.0,14.0,Ben-Hur,1
45.0,36.0,20.0,O Exterminador do Futuro,1
41.0,24.0,23.0,O Show de Truman: O Show da Vida,1
35.0,29.0,19.0,Mavka: Aventura na Floresta,1
48.0,42.0,16.0,Upgrade: Atualização,1
38.0,21.0,13.0,As Tartarugas Ninja: O Retorno,1
41.0,13.0,9.0,Code 8: Renegados,1
45.0,36.0,20.0,O Exterminador do Futuro,1
43.0,32.0,5.0,O Pacto,1
40.0,60.0,21.0,Ruby Marinho - Monstro Adolescente,1
39.0,44.0,24.0,O Menino do Pijama Listrado,1
38.0,28.0,19.0,After: Depois da Promessa,1
40.0,43.0,19.0,Fargo: Uma Comédia de Erros,1
41.0,18.0,19.0,Rocky IV,1
46.0,67.0,13.0,Homem-Formiga,1
43.0,25.0,5.0,Irmão Urso,1
44.0,33.0,9.0,Raya e o Último Dragão,1
41.0,24.0,23.0,O Show de Truman: O Show da Vida,1
36.0,41.0,12.0,Patch Adams: O Amor é Contagioso,1
46.0,38.0,8.0,Doutor Estranho,1
37.0,60.0,22.0,Juntos e Misturados,1
55.0,42.0,15.0,Chappie,1
40.0,46.0,18.0,Apocalypse Now,1
43.0,28.0,21.0,Kung Fu Panda 2,1
36.0,35.0,10.0,Olhos Famintos 2,1
43.0,76.0,13.0,007 Cassino Royale,1
39.0,44.0,24.0,O Menino do Pijama Listrado,1
41.0,28.0,12.0,O Gigante de Ferro,1
39.0,24.0,19.0,Vingança,1
42.0,39.0,7.0,Aladdin,1
53.0,35.0,14.0,Os Caras Malvados,1
36.0,36.0,16.0,Olhos Famintos,1
41.0,26.0,11.0,Pearl Harbor,1
42.0,39.0,7.0,Aladdin,1
52.0,36.0,7.0,A Vida Secreta de Walter Mitty,1
45.0,79.0,6.0,O Bom Dinossauro,1
41.0,59.0,16.0,Férias Frustradas,1
51.0,35.0,13.0,O Pior Vizinho do Mundo,1
44.0,23.0,21.0,Código de Conduta,1
46.0,70.0,9.0,Toy Story 4,1
40.0,21.0,7.0,Hércules,1
45.0,27.0,10.0,Noites Brutais,1
52.0,34.0,13.0,O Poderoso Chefinho 2: Negócios da Família,1
46.0,69.0,9.0,007: Sem Tempo para Morrer,1
38.0,17.0,17.0,A Cabana,1
38.0,38.0,10.0,Pânico na Floresta,1
46.0,71.0,14.0,Maze Runner: Prova de Fogo,1
50.0,8.0,19.0,Amor de Redenção,1
42.0,44.0,9.0,Guardiões da Galáxia - Vol. 2,1
39.0,57.0,19.0,À Procura da Felicidade,1
39.0,42.0,18.0,O Grande Lebowski,1
37.0,36.0,18.0,João e Maria: Caçadores de Bruxas,1
38.0,14.0,5.0,Tombstone: A Justiça Está Chegando,1
43.0,39.0,8.0,WiFi Ralph: Quebrando a Internet,1
43.0,39.0,8.0,WiFi Ralph: Quebrando a Internet,1
39.0,50.0,23.0,Cidade de Deus,1
45.0,53.0,7.0,Valente,1
43.0,18.0,12.0,O Predador 2: A Caçada Continua,1
41.0,26.0,25.0,A Queda,1
38.0,19.0,19.0,Legalmente Loira,1
53.0,39.0,13.0,A Origem dos Guardiões,1
41.0,46.0,11.0,(500) Dias com Ela,1
43.0,29.0,14.0,True Lies,1
41.0,36.0,21.0,O Predador,1
43.0,35.0,20.0,Batman,1
38.0,29.0,23.0,Sisu: Uma História de Determinação,1
37.0,31.0,10.0,Os Dez Mandamentos,1
40.0,18.0,14.0,Spirit: O Corcel Indomável,1
42.0,37.0,9.0,007 Contra Goldfinger,1
39.0,47.0,15.0,Estrelas Além do Tempo,1
47.0,32.0,16.0,Tom & Jerry: O Filme,1
38.0,28.0,19.0,After: Depois da Promessa,1
38.0,28.0,19.0,After: Depois da Promessa,1
37.0,32.0,26.0,Sin City: A Dama Fatal,1
44.0,20.0,9.0,Esqueceram de Mim 2: Perdido em Nova York,1
40.0,50.0,22.0,Feriado Sangrento,1
44.0,21.0,11.0,Ponte para Terabítia,1
36.0,31.0,15.0,Desafio no Bronx,1
40.0,36.0,8.0,Festa da Salsicha,1
45.0,32.0,16.0,Resident Evil: Bem-Vindo a Raccoon City,1
45.0,38.0,5.0,Soul,1
41.0,20.0,6.0,Peter Pan,1
46.0,37.0,8.0,Eternos,1
44.0,17.0,23.0,Duna,1
41.0,30.0,5.0,A Bela Adormecida,1
43.0,76.0,13.0,007 Cassino Royale,1
41.0,46.0,7.0,Dumbo,1
39.0,28.0,22.0,O Preço do Amanhã,1
50.0,38.0,13.0,Alita: Anjo de Combate,1
40.0,20.0,4.0,A Família do Futuro,1
40.0,40.0,8.0,Alice Através do Espelho,1
39.0,50.0,22.0,Que Horas Eu Te Pego?,1
41.0,74.0,12.0,Quarteto Fantástico,1
36.0,18.0,18.0,A Mosca,1
37.0,46.0,24.0,Erin Brockovich: Uma Mulher de Talento,1
36.0,25.0,16.0,Os Cavaleiros do Zodíaco - Saint Seiya: O Começo,1
